,Title,First author,Last author,Abstract,Journal,Language,Year,Month,First Author Country,Last Author Country,DOI,DOI URL
110,Decomposers and root feeders interactively affect plant defence in Sinapis alba.,Maité Lohmann,Caroline Müller,No data,Springer Science and Business Media LLC,en,2009.0,Jan,No data,No data,10.1007/s00442-009-1306-0,http://dx.doi.org/10.1007/s00442-009-1306-0
111,How earthworm activities affect banana plant response to nematodes parasitism.,G. Loranger-Merciris,H. Ozier-Lafontaine,No data,Elsevier BV,en,2012.0,No data,No data,No data,10.1016/j.apsoil.2011.10.003,http://dx.doi.org/10.1016/j.apsoil.2011.10.003
112,Induced resistance for plant defense: A sustainable approach to crop protection.,Gary Lyon,Dale Walters,No data,Wiley,No data,2007.0,No data,No data,No data,10.1002/9780470995983.ch13,http://dx.doi.org/10.1002/9780470995983.ch13
113,"The continuum of plant responses to herbivory: The influence of plant association, nutrient availability, and timing.",Joyce Maschinski,Thomas G. Whitham,No data,University of Chicago Press,en,1989.0,No data,No data,No data,10.1086/284962,http://dx.doi.org/10.1086/284962
114,Herbivory in relation to plant nitrogen content.,William J. Mattson,William J. Mattson,No data,Annual Reviews,en,1980.0,No data,No data,No data,10.1146/annurev.es.11.110180.001003,http://dx.doi.org/10.1146/annurev.es.11.110180.001003
115,Testing and adjusting for publication bias.,Anders Pape Møller,Michael D. Jennions,No data,Elsevier BV,en,2001.0,No data,No data,No data,10.1016/s0169-5347(01)02235-2,http://dx.doi.org/10.1016/s0169-5347(01)02235-2
116,Potential effects of earthworms on leaf-chewer performance.,J. E. NEWINGTON,T. H. JONES,"<jats:title>Summary</jats:title><jats:p>
<jats:list list-type=""explicit-label"">
<jats:list-item><jats:p>Detritivores affect plant performance and therefore have the potential indirectly to affect above‐ground herbivore populations.</jats:p></jats:list-item>
<jats:list-item><jats:p>In a microcosm study we asked whether changes in the performance of two plant species, <jats:italic>Cardamine hirsuta</jats:italic> L. and <jats:italic>Veronica persica</jats:italic> Poiret., arising from the activity of various earthworm communities influenced the consumption rate and development of a leaf‐chewer, <jats:italic>Mamestra brassicae</jats:italic> L.</jats:p></jats:list-item>
<jats:list-item><jats:p>Earthworms increased soil nitrate and foliar nitrogen concentrations. There was no associated increase in plant biomass.</jats:p></jats:list-item>
<jats:list-item><jats:p>There was no significant effect of earthworm treatment on the biomass of <jats:italic>M. brassicae</jats:italic> larvae. However, highest larval mortality occurred in microcosms without earthworms, while the proportion of larvae that had reached the final instar was lowest. In a 24 h feeding trial, the consumption rate of <jats:italic>V. persica</jats:italic> foliage by <jats:italic>M. brassicae</jats:italic> was higher when plants were grown in soil containing earthworms. The complexity of earthworm communities did not affect <jats:italic>M. brassicae</jats:italic> consumption rates and consequent development.</jats:p></jats:list-item>
<jats:list-item><jats:p>This is the first study to show the potential of detritivore communities indirectly to affect leaf‐chewing herbivores. It highlights the need to explore the interactions that occur between above‐ and below‐ground components of plant–insect communities.</jats:p></jats:list-item>
</jats:list>
</jats:p>",Wiley,en,2004.0,No data,No data,No data,10.1111/j.0269-8463.2004.00888.x,http://dx.doi.org/10.1111/j.0269-8463.2004.00888.x
117,The evolution of resistance and tolerance to herbivores.,Eunice Kariñho-Betancourt,Juan Núñez-Farfán,No data,PeerJ,en,2015.0,Mar,Mexico,Mexico,10.7717/peerj.789,http://dx.doi.org/10.7717/peerj.789
118,"Recent progress in plant nutrition research: Cross-talk between nutrients, plant physiology and soil microorganisms.",N. Ohkama-Ohtsu,J. Wasaki,No data,Oxford University Press (OUP),en,2010.0,Dec,No data,No data,10.1093/pcp/pcq095,http://dx.doi.org/10.1093/pcp/pcq095
119,Differential costs of two distinct resistance mechanisms induced by different herbivore species in Arabidopsis. ,Nawaporn Onkokesung,Marcel Dicke,No data,Oxford University Press (OUP),en,2015.0,No data,M.D.);,No data,10.1104/pp.15.01780,http://dx.doi.org/10.1104/pp.15.01780
120,Beneficial microbes in a changing environment: Are they always helping plants to deal with insects?,Ana Pineda,María J. Pozo,"<jats:title>Summary</jats:title><jats:p><jats:list>
<jats:list-item><jats:p>Plants have a complex immune system that defends them against attackers (e.g. herbivores and microbial pathogens) but that also regulates the interactions with mutualistic organisms (e.g. mycorrhizal fungi and plant growth‐promoting rhizobacteria). Plants have to respond to multiple environmental challenges, so they need to integrate both signals associated with biotic and abiotic stresses in the most appropriate response to survive.</jats:p></jats:list-item>
<jats:list-item><jats:p>Beneficial microbes such as rhizobacteria and mycorrhizal fungi can help plants to ‘deal’ with pathogens and herbivorous insects as well as to tolerate abiotic stress. Therefore, beneficial microbes may play an important role in a changing environment, where abiotic and biotic stresses on plants are expected to increase. The effects of beneficial microbes on herbivores are highly context‐dependent, but little is known on what is driving such dependency. Recent evidence shows that abiotic stresses such as changes in soil nutrients, drought and salt stress, as well as ozone can modify the outcome of plant–microbe–insect interactions.</jats:p></jats:list-item>
<jats:list-item><jats:p>Here, we review how abiotic stress can affect plant–microbe, plant–insect and plant–microbe–insect interactions, and the role of the network of plant signal‐transduction pathways in regulating such interactions.</jats:p></jats:list-item>
<jats:list-item><jats:p>Most of the studies on the effects of abiotic stress on plant–microbe–insect interactions show that the effects of microbes on herbivores (positive or negative) are strengthened under stressful conditions. We propose that, at least in part, this is due to the crosstalk of the different plant signalling pathways triggered by each stress individually. By understanding the cross‐regulation mechanisms we may be able to predict the possible outcomes of plant‐microbe–insect interactions under particular abiotic stress conditions. We also propose that microbes can help plants to deal with insects mainly under conditions that compromise efficient activation of plant defences.</jats:p></jats:list-item>
<jats:list-item><jats:p>In the context of global change, it is crucial to understand how abiotic stresses will affect species interactions, especially those interactions that are beneficial for plants. The final aim of this review is to stimulate studies unravelling when these ‘beneficial’ microbes really benefit a plant.</jats:p></jats:list-item>
</jats:list></jats:p>",Wiley,en,2013.0,Nov,Netherlands,Spain,10.1111/1365-2435.12050,http://dx.doi.org/10.1111/1365-2435.12050
121,"Editorial: Above-belowground interactions involving plants, microbes and insects.",Ana Pineda,Ted C. J. Turlings,No data,Frontiers Media SA,No data,2015.0,No data,No data,No data,10.3389/fpls.2015.00318,http://dx.doi.org/10.3389/fpls.2015.00318
122,Helping plants to deal with insects: The role of beneficial soil-borne microbes.,Ana Pineda,Marcel Dicke,No data,Elsevier BV,en,2010.0,No data,No data,No data,10.1016/j.tplants.2010.05.007,http://dx.doi.org/10.1016/j.tplants.2010.05.007
123,"Decomposition and mineralization of nutrients from litter and humus. In H. BassiriRad (Ed.), Nutrient acquisition by plants. An ecological perspective (Ecological Studies).",C.E. Prescott,C.E. Prescott,No data,Springer-Verlag,No data,,No data,No data,No data,10.1007/3-540-27675-0_2,http://dx.doi.org/10.1007/3-540-27675-0_2
124,"Signal molecules mediate the impact of the earthworm Aporrectodea caliginosa on growth, development and defence of the plant Arabidopsis thaliana.",Ruben Puga-Freitas,Manuel Blouin,No data,Public Library of Science (PLoS),en,2012.0,Mar,No data,No data,10.1371/journal.pone.0049504,http://dx.doi.org/10.1371/journal.pone.0049504
125,Transcriptional profiling of wheat in response to take-all disease and mechanisms involved in earthworm’s biocontrol effect.,Ruben Puga-Freitas,Manuel Blouin,No data,Springer Science and Business Media LLC,en,2015.0,Nov,No data,No data,10.1007/s10658-015-0759-8,http://dx.doi.org/10.1007/s10658-015-0759-8
126,R: A language and environment for statistical computing.,Peter A. W. Lewis,Peter A. W. Lewis,No data,ACM,No data,1994.0,No data,CA,CA,10.1145/190271.190295,http://dx.doi.org/10.1145/190271.190295
